age,gender,state,last_purchase_date,total_purchases,total_spent,avg_order_value,favorite_category,satisfaction_score,loyalty_program,days_since_last_purchase,discount_usage_rate,customer_comments,has_churned
65,Male,CA,14-12-2022,1,30.12115299813298,30.12115299813298,Toys,3.4008560851457657,No,383,0.1031448249249969,Great service,True
57,Female,NC,12/28/2022,1,36.70432336415995,36.70432336415995,Electronics,4.0,No,369,0.8754287888123701,Okay,False
62,Female,MI,20-06-2022,9,189.3772285263261,21.0419142807029,Beauty,2.0,No,560,0.5226645704013344,Customer support was helpful,False
44,Male,OH,2020-07-03,1,78.59182683886391,78.59182683886391,Toys,2.0,No,1277,0.5375793551188955,Customer support was helpful,False
30,Not Available,IL,2021-01-21,7,235.2619703608815,33.60885290869736,Toys,3.4008560851457657,No,1075,0.7838711505423099,Shipping was late,True
37,Female,NY,09-11-2020,6,757.1153024127115,126.18588373545192,Electronics,4.0,No,1148,0.3360600288191877,Shipping was late,True
44,Male,NC,05/31/2022,2,20.237952543783567,10.118976271891784,Home,3.4008560851457657,No,580,0.094368888433467,Not Available,False
33,Male,OH,06/16/2021,3,25.34485706051905,8.448285686839684,Beauty,2.0,No,929,0.9854772368758818,Terrible experience,False
23,Not Available,IL,10/03/2021,4,452.29646340576886,113.07411585144222,Beauty,3.4008560851457657,Yes,820,0.8551975550949267,Great service,False
39,Female,OH,10/13/2021,2,108.03099976666256,54.01549988333129,Clothing,4.0,No,810,0.1882275487586328,Great service,False
49,Other,CA,11-11-2020,2,63.48326539450455,31.741632697252275,Sports,4.0,No,1146,0.1464892162745014,Customer support was helpful,False
27,Female,MI,2021-01-29,1,13.14292658116431,13.14292658116431,Home,3.0,Yes,1067,0.9735799845310972,Not Available,True
38,Male,MI,13-06-2021,5,81.19213526760231,16.23842705352046,Electronics,3.0,No,932,0.500425437146221,Not Available,False
37,Female,NC,09-10-2022,3,181.61598608388329,60.53866202796109,Home,4.0,No,449,0.4142261289263472,Loved the product,False
57,Not Available,PA,13-11-2022,1,84.79303529420125,84.79303529420125,Electronics,5.0,No,414,0.7819526400492326,Not Available,False
40,Female,TX,25-04-2020,2,89.30960466916741,44.65480233458371,Sports,5.0,No,1346,0.0043275880433172,Customer support was helpful,False
35,Not Available,IL,03/29/2023,21,461.8877272220872,21.994653677242248,Beauty,2.0,Yes,278,0.9478878012235948,Not Available,False
40,Not Available,IL,26-09-2021,15,903.0953088760928,60.20635392507285,Sports,3.4008560851457657,No,827,0.3249973583709528,Loved the product,True
63,Not Available,FL,11/24/2022,15,707.6692023182854,47.17794682121903,Home,5.0,Yes,403,0.2826838681599304,Not Available,False
36,Male,FL,10/14/2022,11,356.0941318013216,32.372193800120144,Clothing,3.0,Not Available,444,0.2550022777702814,Not Available,False
60,Female,MI,29-11-2020,1,42.80155499710342,42.80155499710342,Beauty,5.0,No,1128,0.500425437146221,Great service,False
18,Male,OH,2023-06-29,3,26.789409908223377,8.929803302741126,Clothing,3.0,No,186,0.991028420612038,Not Available,False
42,Female,TX,24-01-2023,4,109.06859360877984,27.26714840219496,Sports,3.4008560851457657,Yes,342,0.8778601395568839,Customer support was helpful,False
52,Male,PA,20-12-2021,3,31.573474574495677,10.524491524831893,Beauty,4.0,No,742,0.9431456955090508,Shipping was late,False
19,Male,TX,09/29/2022,3,175.6086135308503,58.53620451028345,Home,3.0,Yes,459,0.1245352413904015,Not Available,True
22,Other,IL,2022-02-08,9,252.47609731543076,28.052899701714527,Toys,4.0,Yes,692,0.7815174062252531,Not Available,False
21,Not Available,OH,11/29/2021,1,53.672444163528645,53.672444163528645,Clothing,1.0,No,763,0.1908063763515627,Terrible experience,False
21,Female,NY,09/08/2022,1,15.120989269228144,15.120989269228144,Toys,4.0,No,480,0.5154968220421072,Not Available,False
52,Male,CA,2021-12-02,3,85.4750365988531,28.491678866284364,Beauty,3.4008560851457657,Yes,760,0.2803888125594052,Not Available,False
27,Female,FL,2021-09-26,15,237.98293966810704,15.865529311207135,Toys,1.0,No,827,0.1101687077485326,Average,False
47,Female,FL,2021-11-09,2,48.114400406187066,24.057200203093533,Beauty,2.0,No,783,0.2943023567447868,Customer support was helpful,False
25,Female,NC,03-11-2022,4,153.11187060809905,38.27796765202476,Toys,1.0,Not Available,424,0.9889173139517,Never arrived,False
38,Not Available,MI,2023-04-05,5,78.40852787478914,15.68170557495783,Sports,3.0,Yes,271,0.2677573928699709,Not Available,False
51,Female,FL,2021-11-26,4,76.11438797507694,19.028596993769234,Clothing,4.0,No,766,0.2797052107175423,Will buy again,False
40,Female,FL,10/01/2020,6,44.97941712307719,7.496569520512865,Clothing,5.0,No,1187,0.0905793195934817,Shipping was late,False
30,Male,PA,2022-12-07,4,64.80418623030447,16.201046557576117,Not Available,5.0,No,390,0.5981328491285284,Not Available,False
30,Male,MI,2021-03-30,5,539.1006974434173,107.82013948868344,Electronics,3.4008560851457657,No,1007,0.4800253235531199,Average,True
53,Not Available,OH,16-02-2023,3,94.28872412688096,31.42957470896032,Sports,5.0,Yes,319,0.0519085134472383,Great service,False
30,Not Available,PA,2021-08-26,1,25.964491552811605,25.964491552811605,Electronics,2.0,No,858,0.3770681999078897,Average,False
55,Female,MI,29-08-2022,1,49.28234086300029,49.28234086300029,Home,2.0,No,490,0.8968682921257304,Terrible experience,False
27,Female,PA,03-12-2021,9,569.6668748553658,63.29631942837398,Sports,2.0,No,759,0.0363967543091386,Terrible experience,False
34,Male,GA,2021-04-05,2,229.60746036954643,114.80373018477322,Sports,4.0,No,1001,0.5317746215511282,Loved the product,False
23,Other,MI,04-04-2023,1,23.095926493735405,23.095926493735405,Home,3.0,No,272,0.6422392799239579,Average,False
39,Male,IL,2020-11-25,2,49.79946355961717,24.899731779808587,Clothing,1.0,No,1132,0.1916325525590764,Terrible experience,False
36,Male,GA,05/19/2023,6,120.92201867062047,20.153669778436747,Toys,4.0,No,227,0.0202360651711703,Customer support was helpful,False
20,Female,GA,25-11-2022,4,38.726640858215085,9.681660214553771,Toys,5.0,-,402,0.0335449826205984,Customer support was helpful,False
32,Male,PA,05-09-2020,3,29.135691677170563,9.71189722572352,Home,3.4008560851457657,No,1213,0.7775139641218423,Customer support was helpful,True
38,Male,CA,2020-09-02,8,913.5364033580604,114.19205041975756,Sports,2.0,No,1216,0.5968450521068005,Okay,False
52,Not Available,GA,11-01-2021,2,30.469488907135226,15.234744453567613,Home,4.0,No,1085,0.5157050269128476,Not Available,False
39,Female,NY,11/05/2021,3,513.0000298396412,171.00000994654707,Home,3.4008560851457657,Yes,787,0.2957980287565195,Never arrived,True
27,Female,IL,2020-11-10,9,408.3180075363262,45.368667504036246,Home,5.0,No,1147,0.6367377400937705,Terrible experience,False
33,Not Available,Not Available,26-06-2021,4,109.2232521408352,27.3058130352088,Clothing,1.0,Not Available,919,0.6402428352184264,Customer support was helpful,False
47,Male,Not Available,04-06-2021,1,63.24835653558305,63.24835653558305,Beauty,3.4008560851457657,No,941,0.1622467920221102,Okay,True
19,Female,PA,2020-12-07,2,74.09520103916478,37.04760051958239,Home,3.0,Yes,1120,0.8527860598859612,Customer support was helpful,False
48,Male,OH,04/25/2020,5,233.98606830349732,46.79721366069947,Home,4.0,No,1346,0.0480611568614791,Terrible experience,False
53,Not Available,GA,28-02-2021,19,2554.567863029252,134.4509401594343,Sports,3.0,No,1037,0.387217281791934,Not Available,False
70,Not Available,OH,05-06-2022,2,172.30993782114209,86.15496891057104,Toys,3.0,No,575,0.5596243246567059,Not Available,False
48,Not Available,OH,03/23/2022,4,97.64769191979347,24.41192297994837,Beauty,3.4008560851457657,No,649,0.6357151147843159,Never arrived,False
24,Male,Not Available,03/30/2021,5,97.76844664898915,19.55368932979783,Electronics,1.0,No,1007,0.3853906512309167,Not Available,False
38,Female,GA,07/05/2022,5,422.9885236012879,84.59770472025757,Toys,3.4008560851457657,No,545,0.605525943688886,Average,True
27,Male,IL,11/25/2021,1,32.82629287955993,32.82629287955993,Clothing,1.0,Yes,767,0.1686637936162407,Not Available,False
31,Female,Not Available,02/06/2022,12,395.2291223495113,32.93576019579261,Sports,4.0,Yes,694,0.8566734853682506,Never arrived,False
42,Female,FL,02/11/2020,3,753.4727452900494,251.15758176334975,Not Available,1.0,Yes,1420,0.6858714501816016,Not Available,True
48,Other,IL,10/13/2022,10,757.7456927776925,75.77456927776925,Sports,4.0,No,445,0.4157466372411833,Okay,False
43,Not Available,TX,17-07-2021,8,181.97830530145976,22.747288162682477,Electronics,4.0,No,898,0.5600341415611089,Customer support was helpful,False
20,Female,TX,04-05-2021,1,52.63483969291531,52.63483969291531,Electronics,3.4008560851457657,Yes,972,0.3892463572701659,Never arrived,True
23,Other,PA,10/12/2021,18,142.18524240459192,7.89918013358844,Sports,1.0,Yes,811,0.7705378053214783,Never arrived,True
18,Not Available,NY,2022-08-02,2,53.43427896496112,26.71713948248056,Clothing,1.0,No,517,0.4275198382412398,Okay,False
67,Not Available,IL,2021-08-10,1,11.002130052920522,11.002130052920522,Beauty,4.0,No,874,0.5644287435361864,Average,False
32,Male,OH,12/05/2022,6,496.7637728997561,82.79396214995936,Home,4.0,Yes,392,0.2607560462473557,Loved the product,False
35,Male,FL,01/18/2023,12,612.7587147399137,51.06322622832614,Electronics,4.0,Yes,348,0.3649938749155074,Great service,False
38,Male,CA,10/09/2021,13,4241.6889128329485,326.28376252561145,Electronics,1.0,No,814,0.2600895270948937,Will buy again,False
38,Female,Not Available,2022-07-25,7,97.50418038765044,13.929168626807206,Beauty,4.0,No,525,0.5712672515193029,Average,False
49,Not Available,FL,2023-07-02,14,409.6433282529147,29.26023773235105,Home,3.0,No,183,0.2533528941747035,Not Available,False
36,Female,MI,06/12/2021,1,18.169054387783216,18.169054387783216,Home,4.0,Yes,933,0.2470391565473945,Shipping was late,False
44,Female,OH,09/25/2021,8,227.3127433175203,28.41409291469004,Clothing,4.0,Yes,828,0.8707008143180455,Never arrived,True
75,Male,NY,21-02-2021,3,225.47580438046677,75.15860146015558,Beauty,4.0,Not Available,1044,0.4585922961046105,Customer support was helpful,False
57,Other,NC,05/19/2020,1,7.204604700445177,7.204604700445177,Home,4.0,No,1322,0.9156867170499556,Shipping was late,True
25,Not Available,Not Available,2021-06-09,3,12.870980749211608,4.2903269164038695,Sports,2.0,No,936,0.3041718055025928,Customer support was helpful,False
18,Female,FL,13-10-2022,4,33.24522481626633,8.311306204066582,Beauty,3.0,No,445,0.5470691628941748,Terrible experience,False
24,Female,PA,29-12-2022,7,121.28787265849223,17.326838951213176,Clothing,5.0,No,368,0.6978730319191718,Average,False
35,Male,MI,17-01-2023,3,156.8956794019815,52.2985598006605,Electronics,3.0,No,349,0.0404339205188913,Not Available,False
33,Female,GA,05-10-2020,10,367.8189721512258,36.78189721512258,Beauty,2.0,Yes,1183,0.7455033893800501,Customer support was helpful,False
38,Female,GA,08/17/2022,2,48.43034737135504,24.21517368567752,Sports,5.0,Yes,502,0.7045535598244034,Okay,True
28,Not Available,TX,22-12-2020,8,294.6500040705795,36.83125050882244,Electronics,5.0,No,1105,0.588633799092633,Great service,False
18,Female,IL,13-04-2021,1,20.14667233417385,20.14667233417385,Clothing,2.0,Yes,993,0.1716811032533841,Okay,False
18,Not Available,GA,31-05-2023,3,81.62823046337137,27.20941015445712,Clothing,4.0,Yes,215,0.7324101266859404,Not Available,False
66,Male,PA,18-01-2021,1,16.152080558721654,16.152080558721654,Sports,3.4008560851457657,Yes,1078,0.8589684002916859,Shipping was late,True
26,Not Available-,NC,2023-03-01,4,256.32250198131305,64.08062549532826,Sports,4.0,No,306,0.5208331087619219,Not Available,False
45,Female,NC,09/20/2022,3,119.11797157547248,39.70599052515749,Home,1.0,No,468,0.0489864632965351,Average,False
61,Other,PA,2022-08-16,2,70.77536785349919,35.387683926749595,Home,1.0,Yes,503,0.3235854302494877,Okay,False
25,Male,NY,2021-05-27,7,290.6821312421023,41.52601874887176,Clothing,3.0,Yes,949,0.4465112272525027,Will buy again,False
18,Female,IL,2022-07-28,3,70.51570369900142,23.505234566333804,Clothing,1.0,-,522,0.4564572529899807,Customer support was helpful,False
39,Female,MI,2020-03-30,2,59.71468990169549,29.857344950847747,Beauty,1.0,No,1372,0.9009154961304084,Not Available,False
29,Female,IL,2022-02-16,2,35.0727588428369,17.53637942141845,Home,3.0,No,684,0.2762446217998229,Not Available,False
49,Male,FL,2021-07-30,2,18.96742608050169,9.483713040250846,Clothing,2.0,No,885,0.5945197161043018,Okay,False
44,Female,OH,2021-11-17,2,53.31713390360867,26.658566951804332,Electronics,4.0,No,775,0.53749495972058,Okay,False
20,Female,Not Available,24-07-2021,2,55.00678357076073,27.50339178538037,Sports,4.0,Yes,891,0.8726230265391545,Terrible experience,False
41,Male,NY,21-03-2020,1,11.25982054353032,11.25982054353032,Beauty,4.0,Not Available,1381,0.7542464533486641,Loved the product,False
35,Not Available,NY,2022-07-18,8,241.60940543369148,30.201175679211435,Electronics,4.0,Yes,532,0.4323897652150928,Not Available,False
55,Female,GA,04/12/2022,2,35.84538903424632,17.92269451712316,Electronics,1.0,Yes,629,0.9839573333380924,Loved the product,False
60,Female,FL,03-10-2020,1,130.6355637678897,130.6355637678897,Toys,4.0,Yes,1185,0.5080080288405197,Never arrived,True
46,Female,OH,2022-04-30,1,14.085101784766689,14.085101784766689,Sports,5.0,No,611,0.1567733497652663,Average,False
33,Female,FL,11/10/2020,3,124.91035501652362,41.63678500550788,Toys,4.0,Yes,1147,0.6401370372415071,Never arrived,False
36,Male,GA,2022-01-16,3,172.40435492427284,57.46811830809094,Sports,4.0,No,715,0.527107481473405,Average,False
29,Male,NC,2022-05-11,8,127.85893520276667,15.982366900345836,Electronics,2.0,Not Available,600,0.1217229284661177,Okay,False
37,Female,MI,05-10-2022,5,36.89323959890152,7.378647919780304,Electronics,4.0,No,453,0.7202487260555608,Not Available,False
32,Female,NC,2020-09-27,13,295.7246339711041,22.748048767008008,Sports,4.0,No,1191,0.8784555845859333,Customer support was helpful,False
65,Female,GA,25-02-2021,5,112.62588811233422,22.525177622466845,Beauty,2.0,Yes,1040,0.6523945135714824,Will buy again,False
55,Not Available,Not Available,21-04-2023,11,177.0307009912342,16.0937000901122,Home,1.0,No,255,0.4423553907744815,Okay,False
45,Male,MI,15-02-2022,7,226.0011664257105,32.28588091795864,Home,3.4008560851457657,Yes,685,0.0758251543552608,Shipping was late,True
31,Not Available,TX,31-01-2021,10,762.9418755509347,76.29418755509347,Clothing,2.0,No,1065,0.0010465096642254,Shipping was late,False
48,Male,FL,2021-03-19,6,130.2556019707108,21.70926699511847,Home,3.0,No,1018,0.3012991423796135,Not Available,True
56,Not Available,MI,07-12-2021,8,190.6591036627665,23.832387957845818,Electronics,1.0,No,755,0.4219394959860595,Great service,True
45,Male,PA,18-09-2021,1,103.38984797928023,103.38984797928023,Clothing,5.0,Yes,835,0.583623200634983,Average,False
42,Not Available,MI,2020-12-31,2,15.813888089688652,7.906944044844327,Clothing,5.0,No,1096,0.7877036882130113,Not Available,False
50,Female,TX,02/04/2021,4,152.66665638762862,38.16666409690716,Beauty,3.4008560851457657,Yes,1061,0.500425437146221,Will buy again,False
44,Other,OH,21-10-2021,4,139.2060813413516,34.8015203353379,Sports,5.0,Yes,802,0.9472377899000142,Okay,False
34,Female,IL,2023-02-10,3,65.39047737007473,21.79682579002491,Toys,5.0,Not Available,325,0.3968516352282392,Okay,False
55,Female,PA,2021-01-01,2,196.5346170532314,98.2673085266157,Clothing,3.0,Yes,1095,0.8875537487117918,Not Available,False
28,Female,FL,27-11-2021,15,680.6501796266073,45.376678641773815,Toys,3.0,No,765,0.349133659611091,Not Available,True
46,Male,NY,2021-02-03,6,241.65637017272667,40.276061695454445,Beauty,1.0,Yes,1062,0.0710763711048266,Customer support was helpful,False
29,Male,NC,17-01-2021,1,10.045799899304146,10.045799899304146,Toys,4.0,No,1079,0.5797101258132316,Terrible experience,False
29,Male,NY,17-03-2022,8,154.30475781173345,19.28809472646668,Sports,3.4008560851457657,No,655,0.2509820982113048,Okay,True
23,Female,PA,09/12/2021,4,40.81425063230572,10.203562658076429,Clothing,2.0,No,841,0.3251787406381441,Okay,False
18,Female,FL,2021-03-07,1,8.545332378452603,8.545332378452603,Home,5.0,Yes,1030,0.7771064215006738,Not Available,False
27,Female,TX,04-02-2022,4,72.61520278914628,18.15380069728657,Sports,3.0,No,696,0.0333715220069363,Not Available,False
50,Female,FL,2021-03-08,9,516.8726762559622,57.43029736177358,Toys,4.0,No,1029,0.8325014718436479,Terrible experience,False
44,Male,TX,04/05/2022,1,45.61527199115044,45.61527199115044,Sports,5.0,No,636,0.2060739185966511,Not Available,False
52,Not Available,TX,05-07-2020,1,25.080207052402987,25.080207052402987,Electronics,3.4008560851457657,Yes,1275,0.2247764007227499,Okay,True
28,Female,CA,2023-02-17,3,64.998232649429,21.666077549809668,Not Available,4.0,No,50000,0.8838796287064744,Loved the product,False
40,Male,PA,2022-09-22,11,254.54167948842743,23.14015268076613,Electronics,3.0,No,466,0.742267296926999,Great service,False
50,Female,IL,2021-06-01,4,581926.7066570234,63.912812574781135,Beauty,3.0,No,944,0.1380197052473084,Not Available,True
20,Male,CA,2022-02-22,8,54.427249370189486,6.803406171273686,Beauty,3.0,No,678,0.0118199569725246,Not Available,False
64,Female,NY,20-07-2021,1,79.88964229576844,79.88964229576844,Sports,3.0,No,895,0.072980729565296,Will buy again,False
49,Female,CA,09/29/2020,9,792.9173089127831,88.10192321253146,Home,5.0,No,1189,0.2331851033947543,Shipping was late,False
38,Not Available,PA,2022-09-16,3,141.45347003306338,47.151156677687794,Clothing,2.0,No,472,0.5613369254373971,Shipping was late,False
64,Male,NC,2022-08-18,3,61.78204993043387,20.59401664347796,Sports,1.0,Yes,501,0.6026076944469977,Loved the product,False
49,Male,GA,23-09-2023,1,36.87492080771009,36.87492080771009,Electronics,3.0,No,100,0.5782484109836844,Not Available,False
24,Not Available,NC,05/17/2021,3,157.55366520996753,52.51788840332251,Sports,3.0,No,959,0.001601701479848,Not Available,False
45,Male,FL,04/29/2022,3,97.50900094562746,32.50300031520916,Home,5.0,No,612,0.9120267737611136,Terrible experience,False
37,Male,IL,02/01/2022,20,2607.804594338279,130.39022971691395,Clothing,2.0,-,699,0.2934986377269385,Okay,False
48,Female,CA,06-10-2022,12,118.01317666247054,9.834431388539212,Toys,3.0,No,452,0.3416685709016162,Not Available,True
38,Male,NY,01/18/2022,7,707.5764479577351,101.08234970824788,Beauty,4.0,No,713,0.4881290679372412,Okay,False
36,Female,OH,10/01/2021,14,487.1788822583251,34.79849158988036,Clothing,3.0,No,822,0.2847137564677251,Not Available,False
29,Female,CA,07/21/2021,1,20.011398735180112,20.011398735180112,Beauty,1.0,No,894,0.2252295619369557,Not Available,False
33,Female,OH,27-10-2022,2,107.95092745916509,53.975463729582536,Electronics,5.0,Yes,431,0.0286273678441288,Loved the product,False
18,Female,IL,2021-04-28,1,47.45208688475113,47.45208688475113,Beauty,3.0,No,978,0.7391288521031278,Not Available,False
36,Male,GA,30-04-2021,14,341.20090204799664,24.37149300342833,Sports,4.0,Not Available,976,0.3036690060989824,Okay,False
58,Male,IL,09/28/2020,11,723.232283713216,65.74838942847418,Beauty,3.0,No,1190,0.2860382510852541,Not Available,False
18,Not Available,OH,12-03-2023,3,136.206384805358,45.40212826845266,Clothing,3.0,Not Available,295,0.0377766372309118,Loved the product,False
43,Male,NC,26-12-2021,3,202.6885296711838,67.56284322372794,Clothing,3.4008560851457657,No,736,0.3665183382567846,Customer support was helpful,True
40,Male,PA,2020-08-26,6,82.81637664008397,13.802729440013996,Clothing,4.0,No,1223,0.5005434291366813,Terrible experience,False
32,Female,NY,27-09-2022,3,122.25771512537972,40.752571708459904,Home,3.0,No,461,0.5607675562308243,Not Available,False
21,Male,TX,09-09-2022,8,87.16713719618613,10.895892149523268,Toys,4.0,Not Available,479,0.4004472961246447,Loved the product,False
18,Female,FL,26-10-2020,3,115.47193923674268,38.49064641224756,Sports,5.0,No,1162,0.70690709239192,Customer support was helpful,False
36,Male,FL,15-05-2023,1,26.61899480167792,26.61899480167792,Clothing,3.0,Yes,231,0.3126213632525957,Not Available,False
34,Male,NY,25-12-2020,7,311.77130227271743,44.53875746753106,Toys,5.0,No,1102,0.1586572617453844,Okay,False
59,Male,OH,2022-03-22,8,256.357902622503,32.044737827812874,Electronics,2.0,Not Available,650,0.2734285510949272,Okay,True
32,Not Available,CA,03/19/2023,3,46.46348300500171,15.487827668333903,Sports,1.0,No,288,0.7857713015307406,Loved the product,False
